,fullname,team,birthdate,country,height,weight,Onedayraces,GC,Sprint,Climber,TT,Hills,UCI-Rank,rider_url
832,Fernando  Tercero,Team Polti Kometa,28 December 2001,Spain,1.82,65.0,1,129,1,88,2,19,684,https://www.procyclingstats.com/rider/fernando-tercero-lopez
833,Francisco  Muñoz,Team Polti Kometa,24 June 2001,Spain,1.81,71.0,5,20,0,0,0,4,2319,https://www.procyclingstats.com/rider/francisco-munoz-llana
834,Aidan  Buttigieg,St George Continental Cycling Team,18 July 1997,Malta,1.72,68.0,0,0,0,0,0,0,0,https://www.procyclingstats.com/rider/aidan-buttigieg
835,Luca  Bagnara,Team Polti Kometa U23,2 December 2003,Italy,0.0,0.0,0,0,0,2,0,0,0,https://www.procyclingstats.com/rider/luca-bagnara
836,Gabriele  Raccagni,Team Polti Kometa U23,5 February 2003,Italy,1.83,63.0,0,0,10,0,0,0,0,https://www.procyclingstats.com/rider/gabriele-raccagni
837,Julien  Simon,TotalEnergies,4 October 1985,France,1.76,65.0,3411,1255,238,928,209,2078,810,https://www.procyclingstats.com/rider/julien-simon
838,Pierre  Latour,TotalEnergies,12 October 1993,France,1.81,66.0,783,2171,80,2284,1347,1168,645,https://www.procyclingstats.com/rider/pierre-latour
839,Alexis  Vuillermoz,TotalEnergies,1 June 1988,France,1.73,60.0,1544,1578,41,1616,98,884,1821,https://www.procyclingstats.com/rider/alexis-vuillermoz
840,Anthony  Turgis,TotalEnergies,16 May 1994,France,1.78,70.0,2216,814,496,178,184,1020,221,https://www.procyclingstats.com/rider/anthony-turgis
841,Dries Van Gestel,TotalEnergies,30 September 1994,Belgium,1.87,71.0,1576,241,601,64,28,488,260,https://www.procyclingstats.com/rider/dries-van-gestel
842,Lorrenzo  Manzin,TotalEnergies,26 July 1994,France,1.75,69.0,838,302,1019,10,0,444,1895,https://www.procyclingstats.com/rider/lorrenzo-manzin
843,Mathieu  Burgaudeau,TotalEnergies,17 November 1998,France,1.68,61.0,708,508,18,565,28,748,249,https://www.procyclingstats.com/rider/mathieu-burgaudeau
844,Steff  Cras,TotalEnergies,13 February 1996,Belgium,1.83,65.0,242,928,6,811,43,358,394,https://www.procyclingstats.com/rider/steff-cras
845,Jason  Tesson,TotalEnergies,9 January 1998,France,1.66,59.0,801,77,930,0,0,170,199,https://www.procyclingstats.com/rider/jason-tesson
846,Geoffrey  Soupe,TotalEnergies,22 March 1988,France,1.77,70.0,217,402,380,72,154,228,3054,https://www.procyclingstats.com/rider/geoffrey-soupe
847,Sandy  Dujardin,TotalEnergies,29 May 1997,France,1.78,0.0,724,98,230,75,68,286,316,https://www.procyclingstats.com/rider/sandy-dujardin
848,Valentin  Ferron,TotalEnergies,8 February 1998,France,1.74,67.0,609,145,9,82,59,314,703,https://www.procyclingstats.com/rider/valentin-ferron
849,Emilien  Jeannière,TotalEnergies,26 September 1998,France,1.76,0.0,433,257,394,77,27,384,83,https://www.procyclingstats.com/rider/emilien-jeanniere
850,Jordan  Jegat,TotalEnergies,7 June 1999,France,1.76,59.0,300,262,2,308,5,223,181,https://www.procyclingstats.com/rider/jordan-jegat
851,Fabien  Doubey,TotalEnergies,21 October 1993,France,1.74,62.0,158,350,11,164,56,238,782,https://www.procyclingstats.com/rider/fabien-doubey
852,Fabien  Grellier,TotalEnergies,31 October 1994,France,1.8,65.0,224,195,34,76,17,134,1834,https://www.procyclingstats.com/rider/fabien-grellier
853,Paul  Ourselin,TotalEnergies,13 April 1994,France,1.85,70.0,184,216,32,102,34,106,821,https://www.procyclingstats.com/rider/paul-ourselin
854,Thomas  Gachignard,TotalEnergies,17 August 2000,France,0.0,0.0,177,146,96,16,55,61,265,https://www.procyclingstats.com/rider/thomas-gachignard
855,Mattéo  Vercher,TotalEnergies,26 January 2001,France,1.71,0.0,120,28,2,72,1,197,360,https://www.procyclingstats.com/rider/matheo-vercher
856,Thomas  Bonnet,TotalEnergies,13 September 1998,France,1.75,0.0,60,76,56,44,10,61,1522,https://www.procyclingstats.com/rider/thomas-bonnet
857,Alan  Jousseaume,TotalEnergies,3 August 1998,France,1.77,0.0,86,38,12,52,0,32,2111,https://www.procyclingstats.com/rider/alan-jousseaume
858,Lucas  Boniface,TotalEnergies,24 October 2000,France,1.89,0.0,5,2,104,0,8,0,3040,https://www.procyclingstats.com/rider/lucas-boniface
859,Baptiste  Vadic,TotalEnergies,15 April 2002,France,0.0,0.0,0,1,34,7,35,37,0,https://www.procyclingstats.com/rider/baptiste-vadic
860,Rayan  Boulahoite,Vendée U,24 February 2004,France,1.85,75.0,0,6,16,0,0,0,1832,https://www.procyclingstats.com/rider/rayan-boulahoite
861,Nicola  Marcerou,Vendée U,23 September 2002,France,0.0,0.0,0,0,3,0,0,8,0,https://www.procyclingstats.com/rider/nicola-marcerou
862,Clément  Sanchez,Vendée U,1 October 2005,France,1.83,0.0,0,0,1,0,0,5,2655,https://www.procyclingstats.com/rider/clement-sanchez
863,Matteo  Trentin,Tudor Pro Cycling Team,2 August 1989,Italy,1.79,74.0,5286,1014,1990,1014,334,3989,81,https://www.procyclingstats.com/rider/matteo-trentin
864,Sébastien  Reichenbach,Tudor Pro Cycling Team,28 May 1989,Switzerland,1.78,64.0,768,2042,0,1826,123,372,882,https://www.procyclingstats.com/rider/sebastien-reichenbach
865,Michael  Storer,Tudor Pro Cycling Team,28 February 1997,Australia,1.74,63.0,527,1377,0,1324,121,396,94,https://www.procyclingstats.com/rider/michael-storer
866,Arvid de Kleijn,Tudor Pro Cycling Team,21 March 1994,Netherlands,1.71,68.0,1227,96,2504,0,4,240,133,https://www.procyclingstats.com/rider/arvid-de-kleijn
867,Alberto  Dainese,Tudor Pro Cycling Team,25 March 1998,Italy,1.74,70.0,658,229,1590,10,7,614,217,https://www.procyclingstats.com/rider/alberto-dainese
868,Alexander  Kamp,Tudor Pro Cycling Team,14 December 1993,Denmark,1.86,74.0,751,723,8,262,87,925,1506,https://www.procyclingstats.com/rider/alexander-kamp
869,Alexander  Krieger,Tudor Pro Cycling Team,28 November 1991,Germany,1.84,71.0,718,289,508,66,167,334,0,https://www.procyclingstats.com/rider/alexander-krieger
870,Tom  Bohli,Tudor Pro Cycling Team,17 January 1994,Switzerland,1.85,71.0,228,271,76,28,995,109,668,https://www.procyclingstats.com/rider/tom-bohli
871,Simon  Pellaud,Tudor Pro Cycling Team,6 November 1992,Switzerland,1.8,70.0,214,332,162,185,38,206,625,https://www.procyclingstats.com/rider/simon-pellaud
872,Yannis  Voisard,Tudor Pro Cycling Team,26 July 1998,Switzerland,0.0,56.0,56,498,19,302,105,187,258,https://www.procyclingstats.com/rider/yannis-voisard
873,Lucas  Eriksson,Tudor Pro Cycling Team,10 April 1996,Sweden,1.8,64.0,325,280,44,90,7,236,954,https://www.procyclingstats.com/rider/lucas-eriksson
874,Marius  Mayrhofer,Tudor Pro Cycling Team,18 September 2000,Germany,1.82,70.0,453,50,123,42,83,514,264,https://www.procyclingstats.com/rider/marius-mayrhofer
875,Roland  Thalmann,Tudor Pro Cycling Team,5 August 1993,Switzerland,1.78,61.0,185,345,24,323,50,190,1690,https://www.procyclingstats.com/rider/roland-thalmann
876,Marco  Brenner,Tudor Pro Cycling Team,27 August 2002,Germany,1.81,59.0,112,309,10,266,158,294,205,https://www.procyclingstats.com/rider/marco-brenner
877,Rick  Pluimers,Tudor Pro Cycling Team,7 December 2000,Netherlands,1.8,67.0,254,144,150,81,82,236,256,https://www.procyclingstats.com/rider/rick-pluimers
878,Maikel  Zijlaard,Tudor Pro Cycling Team,1 June 1999,Netherlands,1.89,73.0,176,41,324,0,449,49,435,https://www.procyclingstats.com/rider/maikel-zijlaard
879,Florian  Stork,Tudor Pro Cycling Team,27 April 1997,Germany,1.85,65.1,112,210,12,91,13,76,644,https://www.procyclingstats.com/rider/florian-stork
880,Luc  Wirtgen,Tudor Pro Cycling Team,7 July 1998,Luxembourg,1.8,63.0,144,155,15,64,12,141,1536,https://www.procyclingstats.com/rider/luc-wirtgen
881,Joel  Suter,Tudor Pro Cycling Team,25 October 1998,Switzerland,1.9,75.0,110,82,22,44,303,160,0,https://www.procyclingstats.com/rider/joel-suter
882,Robin  Froidevaux,Tudor Pro Cycling Team,17 October 1998,Switzerland,1.83,71.0,113,58,102,20,47,158,1230,https://www.procyclingstats.com/rider/robin-froidevaux
883,Arthur  Kluckers,Tudor Pro Cycling Team,15 March 2000,Luxembourg,1.92,71.0,25,134,47,20,218,34,743,https://www.procyclingstats.com/rider/arthur-kluckers
884,Jacob  Eriksson,Tudor Pro Cycling Team,1 October 1999,Sweden,1.82,0.0,102,67,35,24,1,40,622,https://www.procyclingstats.com/rider/jacob-eriksson
885,Petr  Kelemen,Tudor Pro Cycling Team,18 November 2000,Czech Republic,1.92,70.0,84,50,48,14,94,47,2378,https://www.procyclingstats.com/rider/petr-kelemen
886,Miká  Heming,Tudor Pro Cycling Team,6 April 2000,Germany,1.84,68.0,30,86,112,10,95,79,1452,https://www.procyclingstats.com/rider/mika-heming
887,Mathys  Rondel,Tudor Pro Cycling Team,23 September 2003,France,1.8,0.0,2,113,0,104,9,44,595,https://www.procyclingstats.com/rider/mathys-rondel
888,Hannes  Wilksch,Tudor Pro Cycling Team,30 October 2001,Germany,1.81,62.0,37,62,0,36,4,24,0,https://www.procyclingstats.com/rider/hannes-wilksch
889,Sebastian  Kolze Changizi,Tudor Pro Cycling Team,29 December 2000,Denmark,1.81,0.0,28,20,112,0,0,36,2768,https://www.procyclingstats.com/rider/sebastian-kolze-changizi
890,Nils  Brun,Tudor Pro Cycling Team,14 June 2000,Switzerland,0.0,64.0,36,23,0,15,0,16,2364,https://www.procyclingstats.com/rider/nils-brun
891,Aloïs  Charrin,Tudor Pro Cycling Team,8 September 2000,France,1.81,67.0,9,9,0,20,3,30,0,https://www.procyclingstats.com/rider/alois-charrin
892,Alexander  Kristoff,Uno-X Mobility,5 July 1987,Norway,1.83,78.0,11107,2254,5276,480,301,5252,50,https://www.procyclingstats.com/rider/alexander-kristoff
893,Magnus  Cort,Uno-X Mobility,16 January 1993,Denmark,1.84,68.0,1317,1398,1079,1054,775,2476,64,https://www.procyclingstats.com/rider/magnus-cort-nielsen
894,Odd Christian  Eiking,Uno-X Mobility,28 December 1994,Norway,1.81,75.0,812,1090,18,800,55,906,395,https://www.procyclingstats.com/rider/odd-christian-eiking
895,Rasmus  Tiller,Uno-X Mobility,28 July 1996,Norway,1.87,84.0,1613,276,552,82,118,551,234,https://www.procyclingstats.com/rider/rasmus-tiller
896,Tobias Halland  Johannessen,Uno-X Mobility,23 August 1999,Norway,1.76,62.0,690,927,28,967,55,836,114,https://www.procyclingstats.com/rider/tobias-halland-johannessen
897,Søren  Wærenskjold,Uno-X Mobility,12 March 2000,Norway,1.95,92.0,539,620,511,28,764,170,86,https://www.procyclingstats.com/rider/soren-waerenskjold
898,Markus  Hoelgaard,Uno-X Mobility,4 October 1994,Norway,1.88,74.0,611,719,134,254,24,698,171,https://www.procyclingstats.com/rider/markus-hoelgaard
899,Andreas  Leknessund,Uno-X Mobility,21 May 1999,Norway,1.86,72.0,235,948,4,592,534,240,296,https://www.procyclingstats.com/rider/andreas-leknessund
900,Jonas  Abrahamsen,Uno-X Mobility,20 September 1995,Norway,1.83,78.0,610,149,272,86,11,242,77,https://www.procyclingstats.com/rider/jonas-abrahamsen
901,Fredrik  Dversnes,Uno-X Mobility,20 March 1997,Norway,0.0,0.0,374,266,61,48,82,157,192,https://www.procyclingstats.com/rider/fredrik-dversnes
902,Anders  Skaarseth,Uno-X Mobility,7 May 1995,Norway,1.86,0.0,226,158,64,20,29,260,1149,https://www.procyclingstats.com/rider/anders-skaarseth
903,Niklas  Larsen,Uno-X Mobility,22 March 1997,Denmark,1.83,74.0,150,208,210,5,273,120,2114,https://www.procyclingstats.com/rider/niklas-larsen
904,Rasmus Bøgh  Wallin,Uno-X Mobility,2 January 1996,Denmark,1.96,78.0,245,149,408,5,41,42,1324,https://www.procyclingstats.com/rider/rasmus-bogh-wallin
905,Erlend  Blikra,Uno-X Mobility,11 January 1997,Norway,1.86,75.0,218,3,618,0,36,82,669,https://www.procyclingstats.com/rider/erlend-blikra
906,Tord  Gudmestad,Uno-X Mobility,8 May 2001,Norway,1.87,0.0,295,8,398,0,9,71,307,https://www.procyclingstats.com/rider/tord-gudmestad
907,Idar  Andersen,Uno-X Mobility,30 April 1999,Norway,1.82,0.0,150,127,22,76,56,134,638,https://www.procyclingstats.com/rider/idar-andersen
908,Ådne  Holter,Uno-X Mobility,8 July 2000,Norway,1.84,0.0,58,222,18,86,86,72,373,https://www.procyclingstats.com/rider/adne-holter
909,Erik Nordsæter  Resell,Uno-X Mobility,28 September 1996,Norway,1.92,0.0,229,18,138,15,2,46,1856,https://www.procyclingstats.com/rider/erik-nordsaeter-resell
910,Anders Halland  Johannessen,Uno-X Mobility,23 August 1999,Norway,1.76,0.0,32,160,16,125,31,83,2118,https://www.procyclingstats.com/rider/anders-halland-johannessen
911,Stian  Fredheim,Uno-X Mobility,23 March 2003,Norway,1.84,72.0,171,20,224,1,0,51,544,https://www.procyclingstats.com/rider/stian-fredheim
912,Johannes  Kulset,Uno-X Mobility,14 April 2004,Norway,1.75,58.0,55,152,3,140,4,26,674,https://www.procyclingstats.com/rider/johannes-kulset
913,Jonas Iversby  Hvideberg,Uno-X Mobility,9 February 1999,Norway,1.85,0.0,130,53,38,17,7,54,2387,https://www.procyclingstats.com/rider/jonas-iversby-hvideberg
914,Louis  Bendixen,Uno-X Mobility,23 June 1995,Denmark,1.9,0.0,87,41,147,14,166,108,2543,https://www.procyclingstats.com/rider/louis-bendixen
915,Martin Urianstad Bugge,Uno-X Mobility,6 February 1999,Norway,0.0,0.0,119,50,66,17,0,58,774,https://www.procyclingstats.com/rider/martin-urianstad
916,William  Blume Levy,Uno-X Mobility,14 January 2001,Denmark,1.92,0.0,121,4,59,12,14,16,1059,https://www.procyclingstats.com/rider/william-blume-levy
917,Carl-Frederik  Bévort,Uno-X Mobility,24 November 2003,Denmark,1.84,0.0,51,0,24,0,46,16,1013,https://www.procyclingstats.com/rider/carl-frederik-bevort
918,Sakarias Koller  Løland,Uno-X Mobility,20 September 2001,Norway,1.8,0.0,38,14,114,10,6,61,3083,https://www.procyclingstats.com/rider/sakarias-koller-loland
919,Marcus  Sander Hansen,Uno-X Mobility,25 August 2000,Denmark,1.82,68.0,16,16,64,6,9,35,1593,https://www.procyclingstats.com/rider/marcus-sander-hansen
920,Sindre  Kulset,Uno-X Mobility,7 August 1998,Norway,1.83,68.0,10,0,0,9,0,4,0,https://www.procyclingstats.com/rider/sindre-kulset
921,Domenico  Pozzovivo,VF Group - Bardiani CSF - Faizanè,30 November 1982,Italy,1.65,53.0,2678,6519,45,6308,819,1833,274,https://www.procyclingstats.com/rider/domenico-pozzovivo
922,Filippo  Fiorelli,VF Group - Bardiani CSF - Faizanè,19 November 1994,Italy,0.0,0.0,517,195,409,208,19,739,469,https://www.procyclingstats.com/rider/filippo-fiorelli
923,Davide  Gabburo,VF Group - Bardiani CSF - Faizanè,1 April 1993,Italy,1.72,63.0,404,210,218,282,10,447,1563,https://www.procyclingstats.com/rider/davide-gabburo
924,Alessandro  Tonelli,VF Group - Bardiani CSF - Faizanè,29 May 1992,Italy,1.76,64.0,205,281,28,268,8,247,414,https://www.procyclingstats.com/rider/alessandro-tonelli
925,Enrico  Zanoncello,VF Group - Bardiani CSF - Faizanè,2 August 1997,Italy,1.7,64.0,57,154,807,20,0,282,476,https://www.procyclingstats.com/rider/enrico-zanoncello
926,Giulio  Pellizzari,VF Group - Bardiani CSF - Faizanè,21 November 2003,Italy,1.83,66.0,152,300,0,447,28,128,120,https://www.procyclingstats.com/rider/giulio-pellizzari
927,Luca  Covili,VF Group - Bardiani CSF - Faizanè,10 February 1997,Italy,1.8,58.0,77,410,0,330,6,90,634,https://www.procyclingstats.com/rider/luca-covili
928,Martin  Marcellusi,VF Group - Bardiani CSF - Faizanè,5 April 2000,Italy,1.72,62.0,249,93,56,92,3,302,567,https://www.procyclingstats.com/rider/martin-marcellusi
929,Luca  Colnaghi,VF Group - Bardiani CSF - Faizanè,14 January 1999,Italy,1.71,63.0,165,13,395,60,0,288,1018,https://www.procyclingstats.com/rider/luca-colnaghi
930,Filippo  Magli,VF Group - Bardiani CSF - Faizanè,29 April 1999,Italy,0.0,0.0,166,153,44,28,0,190,299,https://www.procyclingstats.com/rider/filippo-magli2
931,Manuele  Tarozzi,VF Group - Bardiani CSF - Faizanè,20 June 1998,Italy,0.0,0.0,12,149,70,104,2,118,344,https://www.procyclingstats.com/rider/manuele-tarozzi
932,Samuele  Zoccarato,VF Group - Bardiani CSF - Faizanè,9 January 1998,Italy,1.83,74.0,145,67,18,68,3,76,1430,https://www.procyclingstats.com/rider/samuele-zoccarato
933,Alessio  Martinelli,VF Group - Bardiani CSF - Faizanè,26 April 2001,Italy,1.7,0.0,130,44,0,92,32,80,2324,https://www.procyclingstats.com/rider/alessio-martinelli
934,Alessandro  Pinarello,VF Group - Bardiani CSF - Faizanè,12 July 2003,Italy,0.0,0.0,115,79,30,63,5,114,327,https://www.procyclingstats.com/rider/alessandro-pinarello
935,Riccardo  Lucca,VF Group - Bardiani CSF - Faizanè,24 February 1997,Italy,1.84,74.0,38,76,22,53,17,82,1334,https://www.procyclingstats.com/rider/riccardo-lucca
936,Alex  Tolio,VF Group - Bardiani CSF - Faizanè,30 March 2000,Italy,0.0,0.0,50,100,1,96,5,60,1829,https://www.procyclingstats.com/rider/alex-tolio
937,Vicente  Rojas,VF Group - Bardiani CSF - Faizanè,30 April 2002,Chile,1.69,0.0,86,52,93,20,0,18,1273,https://www.procyclingstats.com/rider/vicente-rojas
938,Lorenzo  Conforti,VF Group - Bardiani CSF - Faizanè,22 May 2004,Italy,0.0,0.0,27,54,250,12,0,60,632,https://www.procyclingstats.com/rider/lorenzo-conforti
939,Mattia  Pinazzi,VF Group - Bardiani CSF - Faizanè,4 April 2001,Italy,0.0,0.0,25,0,175,0,2,59,1378,https://www.procyclingstats.com/rider/mattia-pinazzi
940,Federico  Biagini,VF Group - Bardiani CSF - Faizanè,20 June 2003,Italy,0.0,0.0,21,0,30,8,2,41,1507,https://www.procyclingstats.com/rider/federico-biagini
941,Matteo  Scalco,VF Group - Bardiani CSF - Faizanè,25 June 2004,Italy,0.0,0.0,20,7,3,15,0,19,2057,https://www.procyclingstats.com/rider/matteo-scalco
942,Luca  Paletti,VF Group - Bardiani CSF - Faizanè,5 June 2004,Italy,0.0,0.0,0,10,0,12,0,16,2109,https://www.procyclingstats.com/rider/luca-paletti
943,Filippo  Turconi,VF Group - Bardiani CSF - Faizanè,20 October 2005,Italy,0.0,0.0,8,0,6,3,0,9,1587,https://www.procyclingstats.com/rider/filippo-turconi
